transaction_id,timestamp,minute_offset,payment_method,bank,region,merchant_id,amount,success,failure_reason
TXN0002823,2026-08-30 05:28:21+00:00,1,CARD,SBI,East,M002,1054.58,1,NONE
TXN0006403,2026-08-30 05:28:22+00:00,1,UPI,ICICI,East,M003,4092.78,1,NONE
TXN0004468,2026-08-30 05:28:23+00:00,1,CARD,KOTAK,South,M003,931.34,1,NONE
TXN0005776,2026-08-30 05:28:23+00:00,1,CARD,KOTAK,West,M004,2395.73,1,NONE
TXN0000142,2026-08-30 05:28:24+00:00,1,UPI,ICICI,West,M003,725.12,1,NONE
TXN0002408,2026-08-30 05:28:25+00:00,1,CARD,HDFC,South,M001,1099.96,1,NONE
TXN0001580,2026-08-30 05:28:27+00:00,1,WALLET,ICICI,East,M001,741.61,1,NONE
TXN0003138,2026-08-30 05:28:32+00:00,1,UPI,ICICI,North,M003,403.88,1,NONE
TXN0006672,2026-08-30 05:28:33+00:00,1,UPI,ICICI,South,M002,6839.14,1,NONE
TXN0007109,2026-08-30 05:28:35+00:00,1,UPI,ICICI,South,M006,2320.67,0,CUSTOMER_CANCELLED
TXN0006020,2026-08-30 05:28:35+00:00,1,NETBANKING,AXIS,East,M006,2844.23,1,NONE
TXN0004348,2026-08-30 05:28:38+00:00,1,UPI,ICICI,East,M006,959.41,1,NONE
TXN0002028,2026-08-30 05:28:42+00:00,1,NETBANKING,HDFC,North,M006,365.65,1,NONE
TXN0003972,2026-08-30 05:28:43+00:00,1,WALLET,KOTAK,Central,M006,926.56,1,NONE
TXN0005991,2026-08-30 05:28:45+00:00,1,WALLET,HDFC,East,M001,1138.13,1,NONE
TXN0005781,2026-08-30 05:28:45+00:00,1,UPI,SBI,East,M002,911.05,1,NONE
TXN0002830,2026-08-30 05:28:45+00:00,1,CARD,KOTAK,West,M005,1652.03,1,NONE
TXN0003879,2026-08-30 05:28:49+00:00,1,UPI,KOTAK,South,M005,772.12,1,NONE
TXN0001880,2026-08-30 05:28:50+00:00,1,WALLET,SBI,South,M002,2691.0,1,NONE
TXN0005124,2026-08-30 05:28:51+00:00,1,NETBANKING,ICICI,East,M006,1903.7,1,NONE
TXN0003345,2026-08-30 05:28:54+00:00,1,UPI,SBI,East,M004,1720.97,1,NONE
TXN0001473,2026-08-30 05:28:57+00:00,1,NETBANKING,SBI,South,M006,2443.61,1,NONE
TXN0004374,2026-08-30 05:29:07+00:00,2,UPI,HDFC,East,M006,880.23,1,NONE
TXN0005955,2026-08-30 05:29:09+00:00,2,UPI,ICICI,West,M004,1749.08,1,NONE
TXN0002161,2026-08-30 05:29:10+00:00,2,UPI,SBI,West,M003,1569.65,1,NONE
TXN0000871,2026-08-30 05:29:10+00:00,2,CARD,AXIS,East,M006,1310.71,1,NONE
TXN0004255,2026-08-30 05:29:11+00:00,2,UPI,AXIS,North,M005,4102.68,1,NONE
TXN0003778,2026-08-30 05:29:13+00:00,2,CARD,AXIS,North,M004,576.82,1,NONE
TXN0001799,2026-08-30 05:29:16+00:00,2,NETBANKING,KOTAK,West,M003,670.84,1,NONE
TXN0005172,2026-08-30 05:29:17+00:00,2,UPI,SBI,East,M005,1676.16,1,NONE
TXN0000900,2026-08-30 05:29:17+00:00,2,NETBANKING,HDFC,North,M004,1094.0,0,BANK_DECLINED
TXN0006413,2026-08-30 05:29:18+00:00,2,UPI,ICICI,Central,M001,718.34,1,NONE
TXN0005954,2026-08-30 05:29:19+00:00,2,CARD,SBI,North,M006,2089.24,0,BANK_DECLINED
TXN0004615,2026-08-30 05:29:20+00:00,2,CARD,HDFC,South,M004,1013.34,0,CUSTOMER_CANCELLED
TXN0005856,2026-08-30 05:29:20+00:00,2,UPI,KOTAK,South,M004,2312.64,1,NONE
TXN0004363,2026-08-30 05:29:21+00:00,2,CARD,HDFC,East,M004,3697.0,1,NONE
TXN0002607,2026-08-30 05:29:21+00:00,2,UPI,AXIS,West,M004,1788.67,1,NONE
TXN0002240,2026-08-30 05:29:23+00:00,2,WALLET,HDFC,West,M006,1016.13,1,NONE
TXN0006943,2026-08-30 05:29:27+00:00,2,CARD,SBI,North,M005,888.93,1,NONE
TXN0005252,2026-08-30 05:29:32+00:00,2,UPI,AXIS,North,M005,4888.37,1,NONE
TXN0003337,2026-08-30 05:29:34+00:00,2,UPI,AXIS,West,M003,4211.0,1,NONE
TXN0000465,2026-08-30 05:29:37+00:00,2,CARD,HDFC,South,M005,734.85,1,NONE
TXN0006500,2026-08-30 05:29:38+00:00,2,UPI,AXIS,South,M005,2420.87,1,NONE
TXN0000808,2026-08-30 05:29:39+00:00,2,CARD,KOTAK,South,M006,1006.98,1,NONE
TXN0004009,2026-08-30 05:29:39+00:00,2,CARD,KOTAK,Central,M001,3264.42,1,NONE
TXN0003416,2026-08-30 05:29:40+00:00,2,UPI,AXIS,West,M003,1803.53,1,NONE
TXN0000830,2026-08-30 05:29:40+00:00,2,CARD,SBI,East,M005,1827.62,1,NONE
TXN0007010,2026-08-30 05:29:41+00:00,2,UPI,HDFC,South,M005,5083.21,1,NONE
TXN0002436,2026-08-30 05:29:42+00:00,2,UPI,SBI,West,M001,3030.6,1,NONE
TXN0000280,2026-08-30 05:29:43+00:00,2,CARD,HDFC,South,M005,738.83,1,NONE
TXN0000701,2026-08-30 05:29:43+00:00,2,WALLET,SBI,Central,M002,868.04,0,BANK_DECLINED
TXN0000735,2026-08-30 05:29:43+00:00,2,WALLET,AXIS,South,M001,1168.15,1,NONE
TXN0007032,2026-08-30 05:29:46+00:00,2,CARD,ICICI,Central,M001,668.32,1,NONE
TXN0004410,2026-08-30 05:29:47+00:00,2,UPI,SBI,East,M004,2001.18,1,NONE
TXN0003824,2026-08-30 05:29:47+00:00,2,UPI,KOTAK,West,M005,2020.03,1,NONE
TXN0007054,2026-08-30 05:29:49+00:00,2,UPI,SBI,North,M001,4079.87,1,NONE
TXN0003014,2026-08-30 05:29:50+00:00,2,UPI,AXIS,South,M004,2485.17,0,TIMEOUT
TXN0000646,2026-08-30 05:29:54+00:00,2,CARD,AXIS,Central,M002,960.47,1,NONE
TXN0006739,2026-08-30 05:29:54+00:00,2,UPI,HDFC,North,M004,1718.95,1,NONE
TXN0004491,2026-08-30 05:29:54+00:00,2,CARD,HDFC,West,M003,2344.36,1,NONE
TXN0004488,2026-08-30 05:29:57+00:00,2,UPI,SBI,Central,M003,1090.17,1,NONE
TXN0000236,2026-08-30 05:29:57+00:00,2,CARD,ICICI,South,M002,1133.83,1,NONE
TXN0006300,2026-08-30 05:30:01+00:00,3,UPI,AXIS,North,M002,715.35,1,NONE
TXN0006926,2026-08-30 05:30:02+00:00,3,WALLET,ICICI,East,M003,305.05,1,NONE
TXN0003103,2026-08-30 05:30:02+00:00,3,UPI,SBI,West,M003,4796.97,1,NONE
TXN0003785,2026-08-30 05:30:04+00:00,3,UPI,ICICI,South,M006,1623.02,1,NONE
TXN0003977,2026-08-30 05:30:04+00:00,3,NETBANKING,KOTAK,West,M003,1512.03,1,NONE
TXN0003271,2026-08-30 05:30:06+00:00,3,UPI,KOTAK,Central,M005,3465.54,1,NONE
TXN0000000,2026-08-30 05:30:07+00:00,3,CARD,KOTAK,East,M002,4195.67,0,BANK_DECLINED
TXN0000060,2026-08-30 05:30:07+00:00,3,CARD,SBI,West,M001,7984.9,1,NONE
TXN0001363,2026-08-30 05:30:09+00:00,3,UPI,AXIS,South,M004,1058.39,1,NONE
TXN0002476,2026-08-30 05:30:09+00:00,3,UPI,HDFC,East,M002,595.78,1,NONE
TXN0005018,2026-08-30 05:30:10+00:00,3,WALLET,AXIS,North,M003,479.19,1,NONE
TXN0004021,2026-08-30 05:30:11+00:00,3,CARD,SBI,North,M004,759.8,1,NONE
TXN0004460,2026-08-30 05:30:12+00:00,3,UPI,ICICI,South,M004,476.9,1,NONE
TXN0003141,2026-08-30 05:30:12+00:00,3,UPI,HDFC,North,M005,1194.3,1,NONE
TXN0001187,2026-08-30 05:30:13+00:00,3,UPI,KOTAK,West,M002,988.47,1,NONE
TXN0002673,2026-08-30 05:30:14+00:00,3,UPI,AXIS,East,M001,2376.96,1,NONE
TXN0002523,2026-08-30 05:30:15+00:00,3,WALLET,KOTAK,Central,M004,578.54,1,NONE
TXN0004048,2026-08-30 05:30:15+00:00,3,CARD,AXIS,South,M003,574.97,1,NONE
TXN0000354,2026-08-30 05:30:16+00:00,3,CARD,SBI,North,M006,882.13,1,NONE
TXN0003554,2026-08-30 05:30:16+00:00,3,CARD,HDFC,North,M003,2342.13,1,NONE
TXN0003213,2026-08-30 05:30:16+00:00,3,UPI,SBI,South,M004,1108.44,1,NONE
TXN0006503,2026-08-30 05:30:17+00:00,3,UPI,AXIS,Central,M003,923.66,1,NONE
TXN0005485,2026-08-30 05:30:21+00:00,3,UPI,AXIS,South,M001,637.12,1,NONE
TXN0004256,2026-08-30 05:30:22+00:00,3,UPI,KOTAK,North,M006,2312.68,1,NONE
TXN0006549,2026-08-30 05:30:23+00:00,3,UPI,ICICI,West,M004,1366.69,1,NONE
TXN0003475,2026-08-30 05:30:24+00:00,3,WALLET,HDFC,East,M006,499.09,1,NONE
TXN0003956,2026-08-30 05:30:25+00:00,3,UPI,KOTAK,West,M004,2112.2,1,NONE
TXN0004919,2026-08-30 05:30:27+00:00,3,UPI,AXIS,West,M002,622.86,1,NONE
TXN0000168,2026-08-30 05:30:30+00:00,3,UPI,AXIS,Central,M002,8523.34,1,NONE
TXN0003218,2026-08-30 05:30:34+00:00,3,UPI,SBI,South,M005,936.3,1,NONE
TXN0005997,2026-08-30 05:30:34+00:00,3,UPI,ICICI,South,M005,2438.69,1,NONE
TXN0004145,2026-08-30 05:30:35+00:00,3,UPI,SBI,North,M002,697.75,1,NONE
TXN0001586,2026-08-30 05:30:38+00:00,3,NETBANKING,HDFC,North,M001,2104.7,1,NONE
TXN0004810,2026-08-30 05:30:38+00:00,3,CARD,KOTAK,North,M005,1342.08,0,INSUFFICIENT_FUNDS
TXN0000036,2026-08-30 05:30:39+00:00,3,UPI,SBI,South,M002,1358.21,1,NONE
TXN0000504,2026-08-30 05:30:43+00:00,3,NETBANKING,KOTAK,West,M002,794.78,1,NONE
TXN0002256,2026-08-30 05:30:43+00:00,3,CARD,ICICI,West,M005,1802.87,1,NONE
TXN0006641,2026-08-30 05:30:47+00:00,3,CARD,ICICI,South,M003,2158.69,1,NONE
TXN0000832,2026-08-30 05:30:51+00:00,3,UPI,SBI,North,M005,1751.75,1,NONE
TXN0004047,2026-08-30 05:30:59+00:00,3,CARD,SBI,South,M003,945.88,0,BANK_DECLINED
TXN0001820,2026-08-30 05:31:00+00:00,4,UPI,KOTAK,East,M006,2646.96,1,NONE
TXN0002705,2026-08-30 05:31:00+00:00,4,NETBANKING,SBI,South,M001,2815.53,1,NONE
TXN0001871,2026-08-30 05:31:01+00:00,4,CARD,SBI,North,M002,3609.44,1,NONE
TXN0005429,2026-08-30 05:31:02+00:00,4,CARD,HDFC,West,M003,491.35,1,NONE
TXN0004564,2026-08-30 05:31:02+00:00,4,UPI,HDFC,South,M001,2461.43,1,NONE
TXN0005614,2026-08-30 05:31:02+00:00,4,CARD,AXIS,South,M006,5740.42,1,NONE
TXN0004090,2026-08-30 05:31:02+00:00,4,UPI,HDFC,Central,M004,972.0,1,NONE
TXN0004799,2026-08-30 05:31:07+00:00,4,CARD,ICICI,South,M004,2250.23,1,NONE
TXN0004800,2026-08-30 05:31:07+00:00,4,UPI,KOTAK,South,M003,446.39,1,NONE
TXN0001139,2026-08-30 05:31:08+00:00,4,CARD,AXIS,South,M004,1113.27,1,NONE
TXN0004019,2026-08-30 05:31:09+00:00,4,CARD,SBI,West,M005,685.18,1,NONE
TXN0006668,2026-08-30 05:31:09+00:00,4,CARD,AXIS,Central,M002,6929.06,1,NONE
TXN0001414,2026-08-30 05:31:11+00:00,4,CARD,AXIS,South,M003,3552.12,1,NONE
TXN0000671,2026-08-30 05:31:13+00:00,4,CARD,SBI,East,M006,1371.53,1,NONE
TXN0001514,2026-08-30 05:31:17+00:00,4,UPI,SBI,West,M004,1487.16,1,NONE
TXN0001977,2026-08-30 05:31:17+00:00,4,WALLET,SBI,South,M002,4952.18,1,NONE
TXN0006445,2026-08-30 05:31:20+00:00,4,UPI,ICICI,West,M001,718.5,0,TIMEOUT
TXN0001199,2026-08-30 05:31:20+00:00,4,UPI,ICICI,West,M005,2661.37,1,NONE
TXN0003971,2026-08-30 05:31:21+00:00,4,CARD,AXIS,West,M004,1477.29,1,NONE
TXN0000681,2026-08-30 05:31:27+00:00,4,CARD,SBI,North,M005,880.94,1,NONE
TXN0007177,2026-08-30 05:31:27+00:00,4,UPI,AXIS,Central,M002,1093.44,1,NONE
TXN0005620,2026-08-30 05:31:31+00:00,4,UPI,SBI,South,M002,1258.05,1,NONE
TXN0004517,2026-08-30 05:31:31+00:00,4,UPI,ICICI,North,M005,349.81,1,NONE
TXN0001000,2026-08-30 05:31:31+00:00,4,UPI,KOTAK,South,M003,2699.24,1,NONE
TXN0005509,2026-08-30 05:31:32+00:00,4,NETBANKING,KOTAK,South,M001,2148.61,1,NONE
TXN0005713,2026-08-30 05:31:34+00:00,4,UPI,AXIS,East,M004,3528.12,1,NONE
TXN0001840,2026-08-30 05:31:34+00:00,4,CARD,AXIS,South,M004,1945.27,1,NONE
TXN0003040,2026-08-30 05:31:35+00:00,4,CARD,ICICI,North,M004,1932.67,1,NONE
TXN0001400,2026-08-30 05:31:38+00:00,4,CARD,HDFC,West,M005,2981.83,1,NONE
TXN0005428,2026-08-30 05:31:38+00:00,4,CARD,AXIS,East,M005,1443.13,1,NONE
TXN0003543,2026-08-30 05:31:41+00:00,4,UPI,SBI,South,M004,3130.63,1,NONE
TXN0003535,2026-08-30 05:31:42+00:00,4,UPI,HDFC,South,M001,676.51,1,NONE
TXN0003958,2026-08-30 05:31:42+00:00,4,UPI,KOTAK,West,M001,2484.21,0,INSUFFICIENT_FUNDS
TXN0000571,2026-08-30 05:31:44+00:00,4,CARD,ICICI,South,M001,3090.34,1,NONE
TXN0001214,2026-08-30 05:31:44+00:00,4,NETBANKING,AXIS,West,M003,1676.3,1,NONE
TXN0000055,2026-08-30 05:31:44+00:00,4,CARD,AXIS,Central,M004,1443.9,0,TIMEOUT
TXN0006540,2026-08-30 05:31:52+00:00,4,UPI,AXIS,East,M004,967.23,1,NONE
TXN0006681,2026-08-30 05:31:52+00:00,4,NETBANKING,SBI,South,M002,5130.23,1,NONE
TXN0004845,2026-08-30 05:31:57+00:00,4,UPI,HDFC,West,M002,8601.31,1,NONE
TXN0006485,2026-08-30 05:31:58+00:00,4,CARD,HDFC,North,M003,983.12,1,NONE
TXN0005171,2026-08-30 05:32:00+00:00,5,CARD,AXIS,West,M004,3156.26,1,NONE
TXN0000150,2026-08-30 05:32:06+00:00,5,UPI,KOTAK,East,M002,1222.66,1,NONE
TXN0000626,2026-08-30 05:32:07+00:00,5,UPI,SBI,North,M004,1848.72,1,NONE
TXN0005618,2026-08-30 05:32:09+00:00,5,UPI,AXIS,South,M001,2603.54,1,NONE
TXN0005968,2026-08-30 05:32:15+00:00,5,UPI,SBI,East,M003,3202.88,1,NONE
TXN0004017,2026-08-30 05:32:15+00:00,5,UPI,HDFC,North,M002,4905.22,1,NONE
TXN0003727,2026-08-30 05:32:16+00:00,5,UPI,SBI,South,M001,788.39,1,NONE
TXN0002578,2026-08-30 05:32:17+00:00,5,UPI,AXIS,North,M005,6090.58,0,BANK_DECLINED
TXN0004187,2026-08-30 05:32:18+00:00,5,UPI,SBI,East,M002,10667.58,1,NONE
TXN0002634,2026-08-30 05:32:20+00:00,5,CARD,ICICI,Central,M003,1354.85,1,NONE
TXN0003720,2026-08-30 05:32:20+00:00,5,NETBANKING,HDFC,West,M003,1530.3,1,NONE
TXN0002292,2026-08-30 05:32:20+00:00,5,CARD,ICICI,West,M006,655.69,1,NONE
TXN0005280,2026-08-30 05:32:21+00:00,5,NETBANKING,ICICI,Central,M005,4540.57,1,NONE
TXN0006861,2026-08-30 05:32:21+00:00,5,UPI,ICICI,North,M001,6381.67,1,NONE
TXN0006422,2026-08-30 05:32:24+00:00,5,UPI,HDFC,South,M004,619.55,1,NONE
TXN0000466,2026-08-30 05:32:24+00:00,5,UPI,HDFC,North,M001,2772.82,1,NONE
TXN0006201,2026-08-30 05:32:25+00:00,5,CARD,ICICI,West,M002,2782.4,1,NONE
TXN0003893,2026-08-30 05:32:26+00:00,5,UPI,AXIS,North,M006,4803.08,1,NONE
TXN0000881,2026-08-30 05:32:27+00:00,5,NETBANKING,AXIS,Central,M003,1493.54,1,NONE
TXN0000403,2026-08-30 05:32:28+00:00,5,CARD,ICICI,North,M006,2088.22,1,NONE
TXN0004149,2026-08-30 05:32:31+00:00,5,UPI,ICICI,West,M003,1172.69,1,NONE
TXN0006612,2026-08-30 05:32:31+00:00,5,UPI,SBI,South,M005,373.89,1,NONE
TXN0001501,2026-08-30 05:32:33+00:00,5,UPI,SBI,West,M006,1355.17,1,NONE
TXN0004343,2026-08-30 05:32:33+00:00,5,NETBANKING,HDFC,West,M006,1204.87,1,NONE
TXN0004252,2026-08-30 05:32:34+00:00,5,UPI,ICICI,Central,M002,528.35,1,NONE
TXN0001790,2026-08-30 05:32:34+00:00,5,UPI,ICICI,West,M005,1666.79,1,NONE
TXN0006189,2026-08-30 05:32:36+00:00,5,UPI,ICICI,East,M005,7479.67,1,NONE
TXN0006028,2026-08-30 05:32:37+00:00,5,CARD,HDFC,North,M003,1492.6,1,NONE
TXN0004689,2026-08-30 05:32:40+00:00,5,UPI,KOTAK,East,M004,6331.36,1,NONE
TXN0004268,2026-08-30 05:32:41+00:00,5,UPI,AXIS,East,M005,1016.01,1,NONE
TXN0003814,2026-08-30 05:32:42+00:00,5,WALLET,ICICI,East,M001,3298.97,1,NONE
TXN0003685,2026-08-30 05:32:44+00:00,5,NETBANKING,ICICI,South,M003,507.95,1,NONE
TXN0000995,2026-08-30 05:32:44+00:00,5,UPI,AXIS,East,M001,866.94,1,NONE
TXN0006325,2026-08-30 05:32:45+00:00,5,UPI,HDFC,South,M001,419.64,1,NONE
TXN0003341,2026-08-30 05:32:47+00:00,5,CARD,KOTAK,East,M006,891.74,1,NONE
TXN0001767,2026-08-30 05:32:49+00:00,5,CARD,ICICI,Central,M004,1203.56,1,NONE
TXN0003687,2026-08-30 05:32:50+00:00,5,UPI,ICICI,South,M002,1081.32,1,NONE
TXN0004806,2026-08-30 05:32:53+00:00,5,NETBANKING,AXIS,North,M005,713.93,1,NONE
TXN0004535,2026-08-30 05:32:55+00:00,5,UPI,HDFC,West,M001,588.8,1,NONE
TXN0004989,2026-08-30 05:32:59+00:00,5,NETBANKING,KOTAK,Central,M006,583.56,1,NONE
TXN0001930,2026-08-30 05:33:00+00:00,6,UPI,HDFC,North,M006,881.62,1,NONE
TXN0003047,2026-08-30 05:33:01+00:00,6,WALLET,HDFC,West,M002,3350.14,1,NONE
TXN0000445,2026-08-30 05:33:03+00:00,6,UPI,AXIS,West,M006,721.0,1,NONE
TXN0004820,2026-08-30 05:33:04+00:00,6,CARD,SBI,Central,M005,2114.53,1,NONE
TXN0001910,2026-08-30 05:33:07+00:00,6,CARD,SBI,East,M003,3396.75,1,NONE
TXN0003423,2026-08-30 05:33:08+00:00,6,UPI,SBI,East,M001,4732.36,1,NONE
TXN0004167,2026-08-30 05:33:08+00:00,6,CARD,ICICI,South,M006,1321.57,1,NONE
TXN0006394,2026-08-30 05:33:09+00:00,6,UPI,ICICI,South,M005,1527.9,1,NONE
TXN0002060,2026-08-30 05:33:11+00:00,6,UPI,SBI,North,M003,1328.76,1,NONE
TXN0004494,2026-08-30 05:33:12+00:00,6,CARD,AXIS,North,M002,1511.28,1,NONE
TXN0004648,2026-08-30 05:33:15+00:00,6,UPI,KOTAK,South,M001,2719.77,1,NONE
TXN0005598,2026-08-30 05:33:15+00:00,6,UPI,AXIS,East,M003,3702.42,1,NONE
TXN0004298,2026-08-30 05:33:16+00:00,6,WALLET,HDFC,North,M006,3123.91,1,NONE
TXN0001993,2026-08-30 05:33:18+00:00,6,NETBANKING,SBI,South,M001,2624.47,1,NONE
TXN0001099,2026-08-30 05:33:19+00:00,6,UPI,AXIS,East,M003,2706.07,1,NONE
TXN0000840,2026-08-30 05:33:19+00:00,6,UPI,AXIS,North,M004,1393.2,1,NONE
TXN0004633,2026-08-30 05:33:21+00:00,6,UPI,KOTAK,West,M004,2143.86,1,NONE
TXN0003105,2026-08-30 05:33:22+00:00,6,UPI,KOTAK,West,M004,3755.49,1,NONE
TXN0007103,2026-08-30 05:33:23+00:00,6,UPI,SBI,South,M004,1039.91,1,NONE
TXN0006314,2026-08-30 05:33:25+00:00,6,CARD,AXIS,North,M004,1397.01,1,NONE
TXN0005852,2026-08-30 05:33:27+00:00,6,UPI,KOTAK,South,M004,1777.53,1,NONE
TXN0006862,2026-08-30 05:33:27+00:00,6,CARD,AXIS,Central,M001,7512.73,1,NONE
TXN0004767,2026-08-30 05:33:28+00:00,6,CARD,AXIS,East,M005,1140.85,1,NONE
TXN0002278,2026-08-30 05:33:29+00:00,6,UPI,HDFC,North,M006,2095.49,1,NONE
TXN0003693,2026-08-30 05:33:34+00:00,6,UPI,AXIS,North,M004,3134.05,1,NONE
TXN0004942,2026-08-30 05:33:34+00:00,6,CARD,HDFC,North,M004,942.16,0,INSUFFICIENT_FUNDS
TXN0002838,2026-08-30 05:33:36+00:00,6,UPI,HDFC,Central,M005,915.92,1,NONE
TXN0001211,2026-08-30 05:33:38+00:00,6,CARD,ICICI,West,M001,911.54,1,NONE
TXN0007102,2026-08-30 05:33:42+00:00,6,UPI,SBI,North,M006,9810.75,1,NONE
